session_id,vehicle_id,station_id,start_time,end_time,duration_minutes,energy_kwh,total_cost_inr,payment_method,session_status,user_rating
2442,361,67,2023-03-14 20:50:00,2023-03-14 22:58:00,128,23.45,86.3,Debit Card,Interrupted,1.8
2443,269,20,2024-07-11 17:39:00,2024-07-11 18:04:00,25,7.92,83.48,QR Code,Completed,2.9
2444,34,91,2024-08-20 02:20:00,2024-08-20 04:41:00,141,33.95,297.06,RFID Tag,Failed,2.2
2445,262,100,2023-06-21 12:52:00,2023-06-21 15:27:00,155,18.06,291.31,Debit Card,Failed,3.0
2446,211,53,2024-06-21 00:55:00,2024-06-21 01:49:00,54,19.11,340.54,QR Code,Interrupted,2.6
2447,78,61,2024-08-30 12:43:00,2024-08-30 13:25:00,42,4.5,40.5,QR Code,Failed,3.4
2448,324,86,2023-04-01 17:56:00,2023-04-01 20:30:00,154,12.57,117.4,RFID Tag,Failed,4.2
2449,268,100,2024-11-02 03:32:00,2024-11-02 04:21:00,49,15.1,243.56,UPI,Failed,4.3
2450,4,103,2024-02-02 22:48:00,2024-02-03 01:35:00,167,10.29,60.81,UPI,Completed,2.8
2451,68,57,2024-05-07 04:37:00,2024-05-07 07:14:00,157,15.01,249.47,RFID Tag,Failed,4.6
2452,115,71,2024-12-24 16:42:00,2024-12-24 18:48:00,126,32.69,531.54,RFID Tag,Interrupted,4.7
2453,125,81,2023-02-15 13:31:00,2023-02-15 15:09:00,98,19.18,225.37,RFID Tag,Interrupted,4.4
2454,401,58,2023-07-15 10:22:00,2023-07-15 12:31:00,129,6.99,63.96,Wallet,Interrupted,1.9
2455,52,44,2024-11-04 06:06:00,2024-11-04 07:43:00,97,14.96,52.66,QR Code,Completed,3.7
2456,394,82,2024-03-26 21:57:00,2024-03-26 22:20:00,23,3.75,26.18,QR Code,Completed,3.1
2457,317,57,2024-06-12 08:45:00,2024-06-12 10:11:00,86,11.47,190.63,Debit Card,Interrupted,4.9
2458,276,54,2023-04-18 02:19:00,2023-04-18 02:50:00,31,4.58,33.25,Wallet,Completed,3.6
2459,360,27,2023-06-06 07:41:00,2023-06-06 09:18:00,97,30.98,334.27,Credit Card,Interrupted,3.1
2460,228,30,2023-11-29 20:48:00,2023-11-29 22:43:00,115,35.58,457.56,RFID Tag,Failed,1.3
2461,20,113,2024-04-06 19:28:00,2024-04-06 22:00:00,152,10.17,163.94,Credit Card,Completed,3.6
2462,155,69,2024-01-01 13:32:00,2024-01-01 15:01:00,89,11.87,96.98,Wallet,Failed,4.2
2463,13,60,2024-03-09 23:54:00,2024-03-10 01:58:00,124,43.65,726.77,UPI,Completed,2.7
2464,481,35,2024-09-19 10:30:00,2024-09-19 11:40:00,70,20.31,298.15,RFID Tag,Failed,1.8
2465,61,91,2024-08-19 15:23:00,2024-08-19 17:33:00,130,35.58,311.32,Credit Card,Failed,4.6
2466,343,38,2024-11-09 14:14:00,2024-11-09 14:55:00,41,8.66,124.44,RFID Tag,Failed,1.8
2467,20,35,2024-08-01 02:21:00,2024-08-01 04:59:00,158,26.33,386.52,QR Code,Failed,2.2
2468,84,59,2023-08-21 05:19:00,2023-08-21 05:57:00,38,6.42,25.17,QR Code,Interrupted,1.3
2469,178,66,2024-07-04 07:37:00,2024-07-04 09:42:00,125,37.8,198.83,UPI,Interrupted,4.6
2470,154,75,2024-01-29 15:45:00,2024-01-29 17:05:00,80,13.85,91.96,QR Code,Completed,2.4
2471,324,92,2024-07-11 09:41:00,2024-07-11 10:17:00,36,12.31,200.28,Wallet,Interrupted,4.0
2472,473,30,2024-03-10 02:28:00,2024-03-10 02:43:00,15,2.35,30.22,Credit Card,Completed,1.3
2473,341,25,2024-02-19 18:35:00,2024-02-19 19:08:00,33,8.4,29.65,Debit Card,Completed,1.9
2474,391,77,2023-10-08 21:30:00,2023-10-08 23:23:00,113,30.66,390.92,UPI,Failed,3.4
2475,419,53,2024-12-11 15:51:00,2024-12-11 18:01:00,130,18.35,327.0,QR Code,Completed,3.4
2476,369,33,2024-07-02 12:18:00,2024-07-02 15:16:00,178,65.09,336.52,Credit Card,Completed,4.2
2477,218,90,2023-01-31 18:46:00,2023-01-31 21:46:00,180,42.35,427.31,QR Code,Completed,1.5
2478,457,49,2024-03-01 12:28:00,2024-03-01 14:40:00,132,11.75,98.23,QR Code,Interrupted,5.0
2479,212,112,2023-03-21 00:08:00,2023-03-21 01:43:00,95,27.21,174.42,Credit Card,Interrupted,1.7
2480,487,9,2023-05-18 04:08:00,2023-05-18 05:19:00,71,9.59,97.34,RFID Tag,Failed,1.2
2481,461,54,2024-03-24 13:35:00,2024-03-24 14:46:00,71,23.58,171.19,Wallet,Interrupted,3.5
2482,9,25,2024-04-30 14:39:00,2024-04-30 15:12:00,33,5.07,17.9,QR Code,Interrupted,2.1
2483,207,31,2023-10-08 09:01:00,2023-10-08 11:53:00,172,17.54,198.2,Credit Card,Interrupted,1.3
2484,156,102,2024-01-05 13:56:00,2024-01-05 15:29:00,93,8.78,117.83,Wallet,Completed,1.4
2485,197,64,2024-05-16 04:24:00,2024-05-16 05:34:00,70,4.97,43.98,RFID Tag,Interrupted,3.9
2486,330,98,2024-09-19 20:21:00,2024-09-19 22:07:00,106,24.86,366.69,Credit Card,Failed,1.7
2487,351,113,2024-01-20 08:51:00,2024-01-20 09:29:00,38,5.49,88.5,UPI,Completed,1.9
2488,440,83,2023-01-03 05:47:00,2023-01-03 07:27:00,100,15.87,218.21,QR Code,Failed,4.9
2489,426,70,2023-10-23 21:16:00,2023-10-23 23:51:00,155,27.35,246.15,Credit Card,Completed,3.1
2490,275,59,2024-08-09 00:19:00,2024-08-09 02:34:00,135,39.03,153.0,Credit Card,Completed,2.0
2491,185,71,2024-01-23 23:47:00,2024-01-24 00:23:00,36,6.06,98.54,Wallet,Interrupted,3.3
2492,102,39,2024-01-02 02:07:00,2024-01-02 03:28:00,81,21.92,325.29,RFID Tag,Interrupted,3.1
2493,239,82,2023-08-07 02:08:00,2023-08-07 02:25:00,17,2.41,16.82,RFID Tag,Interrupted,2.1
2494,226,127,2024-10-28 13:27:00,2024-10-28 14:06:00,39,8.3,131.06,UPI,Failed,3.1
2495,192,129,2023-02-22 01:06:00,2023-02-22 03:38:00,152,30.72,151.76,Credit Card,Completed,2.2
2496,299,22,2023-11-29 02:04:00,2023-11-29 03:23:00,79,9.67,146.11,Wallet,Failed,2.7
2497,324,27,2023-01-16 15:51:00,2023-01-16 18:26:00,155,11.56,124.73,Wallet,Completed,1.2
2498,344,104,2024-10-08 16:20:00,2024-10-08 18:23:00,123,17.88,125.88,Debit Card,Interrupted,4.4
2499,209,1,2023-05-27 13:52:00,2023-05-27 16:35:00,163,42.04,200.11,Credit Card,Failed,1.3
2500,483,68,2023-07-03 22:47:00,2023-07-03 23:52:00,65,3.5,38.75,UPI,Completed,1.7
2501,28,48,2024-05-29 13:55:00,2024-05-29 15:35:00,100,35.93,392.0,QR Code,Interrupted,4.6
2502,10,84,2023-05-22 05:18:00,2023-05-22 05:57:00,39,3.13,53.34,Credit Card,Completed,2.6
2503,246,10,2023-04-16 10:04:00,2023-04-16 11:24:00,80,12.1,217.32,RFID Tag,Failed,1.6
2504,49,103,2024-03-10 07:13:00,2024-03-10 09:40:00,147,13.9,82.15,Credit Card,Completed,2.1
2505,17,82,2023-08-26 18:08:00,2023-08-26 19:10:00,62,16.15,112.73,UPI,Interrupted,2.5
2506,336,8,2023-04-08 21:47:00,2023-04-09 00:39:00,172,49.86,402.37,UPI,Completed,4.0
2507,132,79,2023-08-03 07:36:00,2023-08-03 08:16:00,40,4.44,59.72,QR Code,Completed,2.5
2508,265,97,2023-04-30 06:10:00,2023-04-30 07:27:00,77,21.72,180.71,Debit Card,Interrupted,4.3
2509,211,73,2023-12-08 04:13:00,2023-12-08 05:45:00,92,10.01,135.44,Wallet,Interrupted,4.1
2510,153,114,2024-03-14 00:11:00,2024-03-14 01:33:00,82,19.26,337.63,Wallet,Interrupted,1.8
2511,90,14,2024-08-20 11:15:00,2024-08-20 13:21:00,126,36.24,446.84,QR Code,Failed,2.9
2512,464,63,2023-10-11 21:36:00,2023-10-12 00:11:00,155,39.01,148.24,Debit Card,Completed,3.5
2513,426,60,2023-12-31 12:53:00,2023-12-31 13:31:00,38,5.93,98.73,Credit Card,Interrupted,4.9
2514,207,95,2023-12-07 18:54:00,2023-12-07 19:25:00,31,4.18,26.17,Wallet,Completed,2.5
2515,127,131,2023-03-04 19:58:00,2023-03-04 21:59:00,121,22.01,296.25,UPI,Interrupted,2.9
2516,190,57,2023-09-13 12:54:00,2023-09-13 15:37:00,163,44.18,734.27,Credit Card,Interrupted,4.5
2517,399,70,2024-02-08 13:46:00,2024-02-08 15:22:00,96,25.07,225.63,Debit Card,Completed,3.2
2518,358,105,2023-05-11 20:56:00,2023-05-11 23:38:00,162,36.39,487.99,Debit Card,Failed,2.0
2519,149,52,2024-12-25 12:31:00,2024-12-25 15:17:00,166,16.22,282.07,UPI,Interrupted,2.9
2520,81,118,2024-10-22 22:59:00,2024-10-23 01:01:00,122,42.84,234.33,QR Code,Failed,3.2
2521,115,83,2023-10-05 06:42:00,2023-10-05 08:10:00,88,15.85,217.94,Debit Card,Failed,4.0
2522,127,7,2024-02-27 03:25:00,2024-02-27 05:57:00,152,14.68,206.55,RFID Tag,Interrupted,3.4
2523,122,20,2024-03-01 03:22:00,2024-03-01 04:34:00,72,18.96,199.84,RFID Tag,Completed,1.4
2524,460,132,2024-11-02 06:44:00,2024-11-02 08:57:00,133,10.37,158.35,Credit Card,Completed,3.0
2525,107,122,2023-05-14 12:03:00,2023-05-14 14:18:00,135,36.3,424.35,UPI,Completed,2.1
2526,315,109,2024-05-08 17:57:00,2024-05-08 18:16:00,19,4.29,57.66,Credit Card,Interrupted,3.9
2527,294,54,2023-05-01 04:07:00,2023-05-01 05:35:00,88,15.5,112.53,Credit Card,Failed,4.1
2528,401,114,2024-02-11 05:20:00,2024-02-11 08:19:00,179,24.71,433.17,Credit Card,Failed,3.3
2529,426,43,2024-02-02 22:18:00,2024-02-03 00:01:00,103,29.63,441.49,Credit Card,Completed,3.4
2530,236,36,2024-08-22 18:40:00,2024-08-22 20:11:00,91,4.88,55.68,Wallet,Failed,2.0
2531,434,21,2024-11-14 03:11:00,2024-11-14 06:10:00,179,32.39,159.03,Wallet,Failed,2.2
2532,236,23,2024-09-27 13:28:00,2024-09-27 13:49:00,21,3.79,26.98,RFID Tag,Completed,1.9
2533,113,29,2023-02-03 03:24:00,2023-02-03 04:06:00,42,4.36,52.15,RFID Tag,Completed,1.5
2534,398,64,2024-08-04 19:17:00,2024-08-04 22:01:00,164,9.96,88.15,UPI,Completed,1.9
2535,140,70,2023-08-09 15:58:00,2023-08-09 18:00:00,122,38.29,344.61,QR Code,Completed,4.8
2536,141,26,2023-10-16 01:52:00,2023-10-16 04:31:00,159,35.42,203.31,QR Code,Interrupted,1.4
2537,32,19,2024-03-20 15:38:00,2024-03-20 16:48:00,70,4.34,59.72,Debit Card,Failed,1.4
2538,206,3,2023-10-17 18:41:00,2023-10-17 21:27:00,166,43.15,285.65,UPI,Completed,1.2
2539,160,42,2023-02-09 04:33:00,2023-02-09 07:11:00,158,49.47,255.76,Wallet,Interrupted,4.7
2540,207,9,2023-03-16 19:38:00,2023-03-16 20:03:00,25,3.2,32.48,Credit Card,Completed,4.8
2541,395,52,2023-09-22 16:57:00,2023-09-22 18:36:00,99,14.43,250.94,Debit Card,Completed,5.0
2542,108,82,2023-07-22 02:27:00,2023-07-22 02:57:00,30,8.11,56.61,RFID Tag,Failed,1.4
2543,429,26,2023-07-30 17:24:00,2023-07-30 17:54:00,30,2.26,12.97,Wallet,Completed,4.4
2544,453,23,2024-05-22 03:13:00,2024-05-22 04:02:00,49,14.59,103.88,UPI,Failed,3.7
2545,475,5,2023-05-19 09:57:00,2023-05-19 12:10:00,133,34.83,219.08,UPI,Completed,4.9
2546,267,23,2023-10-24 02:07:00,2023-10-24 02:55:00,48,15.17,108.01,Wallet,Failed,2.2
2547,70,125,2024-12-14 02:49:00,2024-12-14 05:39:00,170,19.97,191.71,Wallet,Interrupted,4.4
2548,189,126,2024-01-25 09:55:00,2024-01-25 11:59:00,124,13.56,56.0,UPI,Completed,3.2
2549,494,21,2023-02-08 20:31:00,2023-02-08 22:03:00,92,22.51,110.52,UPI,Failed,4.9
2550,63,74,2023-06-23 07:41:00,2023-06-23 08:34:00,53,4.65,46.87,Debit Card,Completed,1.3
2551,122,22,2023-12-10 06:21:00,2023-12-10 06:49:00,28,5.04,76.15,QR Code,Interrupted,4.9
2552,95,100,2023-03-10 13:35:00,2023-03-10 14:54:00,79,24.32,392.28,Debit Card,Completed,5.0
2553,90,128,2023-11-16 02:00:00,2023-11-16 02:50:00,50,12.52,66.73,Debit Card,Interrupted,3.9
2554,34,120,2024-08-20 17:38:00,2024-08-20 20:30:00,172,23.63,207.0,RFID Tag,Interrupted,2.7
2555,310,73,2024-06-02 18:38:00,2024-06-02 19:49:00,71,25.61,346.5,UPI,Interrupted,1.4
2556,322,88,2024-03-19 14:22:00,2024-03-19 16:19:00,117,13.56,149.43,Debit Card,Failed,2.2
2557,75,48,2024-04-04 20:46:00,2024-04-04 21:23:00,37,7.19,78.44,Wallet,Interrupted,1.5
2558,335,93,2024-02-19 11:01:00,2024-02-19 12:22:00,81,13.87,130.66,UPI,Interrupted,1.1
2559,22,22,2023-10-29 20:58:00,2023-10-29 22:23:00,85,7.24,109.4,Credit Card,Completed,4.9
2560,194,131,2024-10-25 13:55:00,2024-10-25 14:56:00,61,8.09,108.89,QR Code,Failed,2.8
2561,414,27,2023-01-06 00:40:00,2023-01-06 02:40:00,120,21.55,232.52,RFID Tag,Completed,3.7
2562,498,26,2024-05-12 04:34:00,2024-05-12 05:25:00,51,2.67,15.33,Wallet,Completed,1.8
2563,369,29,2023-05-05 11:55:00,2023-05-05 12:51:00,56,5.28,63.15,Credit Card,Failed,1.6
2564,90,40,2023-10-18 00:34:00,2023-10-18 02:00:00,86,17.13,176.95,Credit Card,Failed,1.8
2565,311,77,2023-02-02 00:17:00,2023-02-02 00:55:00,38,2.37,30.22,RFID Tag,Interrupted,2.8
2566,411,30,2023-08-22 11:56:00,2023-08-22 12:37:00,41,11.2,144.03,Credit Card,Interrupted,3.7
2567,423,81,2023-07-18 10:49:00,2023-07-18 12:57:00,128,44.0,517.0,Credit Card,Failed,3.1
2568,68,2,2024-03-23 09:07:00,2024-03-23 12:05:00,178,48.37,661.22,QR Code,Interrupted,4.8
2569,285,11,2024-09-05 14:33:00,2024-09-05 15:49:00,76,4.5,54.68,RFID Tag,Completed,4.4
2570,13,77,2023-04-15 19:18:00,2023-04-15 20:57:00,99,12.56,160.14,UPI,Failed,2.3
2571,389,33,2024-06-06 03:59:00,2024-06-06 05:21:00,82,11.58,59.87,RFID Tag,Interrupted,4.2
2572,148,33,2024-07-17 01:11:00,2024-07-17 01:47:00,36,9.11,47.1,QR Code,Failed,4.7
2573,115,6,2024-01-30 07:48:00,2024-01-30 09:31:00,103,21.38,271.95,RFID Tag,Failed,3.8
2574,13,59,2024-04-20 17:37:00,2024-04-20 18:21:00,44,11.5,45.08,UPI,Completed,4.3
2575,318,114,2023-09-14 07:52:00,2023-09-14 09:50:00,118,28.18,494.0,UPI,Interrupted,4.3
2576,283,83,2023-12-19 15:50:00,2023-12-19 17:40:00,110,26.13,359.29,Debit Card,Failed,4.1
2577,279,72,2023-07-11 18:57:00,2023-07-11 19:12:00,15,4.71,54.4,RFID Tag,Interrupted,3.3
2578,26,77,2024-01-03 04:33:00,2024-01-03 07:23:00,170,51.62,658.15,Wallet,Completed,2.5
2579,373,13,2024-02-02 10:26:00,2024-02-02 12:38:00,132,16.66,288.72,Wallet,Interrupted,2.5
2580,458,12,2023-03-26 12:20:00,2023-03-26 13:11:00,51,9.72,158.73,UPI,Completed,2.7
2581,287,18,2023-11-03 18:57:00,2023-11-03 21:33:00,156,10.69,176.81,Debit Card,Completed,3.5
2582,263,72,2023-07-19 15:46:00,2023-07-19 17:43:00,117,28.67,331.14,Credit Card,Failed,3.5
2583,204,76,2023-10-03 09:29:00,2023-10-03 11:51:00,142,45.76,279.14,Credit Card,Interrupted,4.2
2584,416,3,2024-06-28 09:43:00,2024-06-28 10:45:00,62,7.82,51.77,Credit Card,Interrupted,1.7
2585,155,132,2023-01-05 01:17:00,2023-01-05 01:52:00,35,6.79,103.68,Credit Card,Interrupted,1.4
2586,170,88,2023-09-10 12:38:00,2023-09-10 13:20:00,42,6.46,71.19,Debit Card,Interrupted,2.8
2587,434,8,2024-01-29 05:53:00,2024-01-29 08:15:00,142,32.42,261.63,Wallet,Completed,1.6
2588,85,95,2024-04-08 01:15:00,2024-04-08 02:24:00,69,8.29,51.9,Credit Card,Failed,4.2
2589,346,75,2024-01-03 05:59:00,2024-01-03 07:10:00,71,22.62,150.2,Debit Card,Failed,3.2
2590,415,36,2024-06-21 12:14:00,2024-06-21 12:40:00,26,3.6,41.08,Credit Card,Failed,2.7
2591,95,24,2024-03-29 05:06:00,2024-03-29 07:25:00,139,19.96,337.92,Credit Card,Failed,1.6
2592,68,7,2023-11-06 02:26:00,2023-11-06 04:39:00,133,29.46,414.5,Credit Card,Completed,2.4
2593,124,46,2024-02-20 12:38:00,2024-02-20 13:46:00,68,13.62,157.17,UPI,Interrupted,1.9
2594,65,91,2023-02-03 06:07:00,2023-02-03 07:21:00,74,17.44,152.6,RFID Tag,Completed,2.2
2595,400,92,2023-01-08 05:09:00,2023-01-08 05:35:00,26,4.74,77.12,QR Code,Failed,1.2
2596,296,62,2024-10-20 07:13:00,2024-10-20 09:03:00,110,27.06,388.58,Wallet,Failed,2.9
2597,310,16,2023-01-03 01:41:00,2023-01-03 02:01:00,20,2.16,9.72,RFID Tag,Failed,2.4
2598,51,97,2023-05-30 05:53:00,2023-05-30 07:35:00,102,17.26,143.6,QR Code,Failed,2.1
2599,253,17,2024-06-10 23:23:00,2024-06-11 01:08:00,105,37.5,655.5,Debit Card,Completed,3.9
2600,297,37,2023-08-21 00:18:00,2023-08-21 02:01:00,103,28.86,507.94,Credit Card,Completed,4.0
2601,43,99,2024-10-28 20:29:00,2024-10-28 22:43:00,134,45.57,797.48,RFID Tag,Completed,2.1
2602,193,75,2024-03-27 23:18:00,2024-03-28 00:35:00,77,14.67,97.41,QR Code,Completed,3.5
2603,484,91,2023-07-20 21:39:00,2023-07-20 22:20:00,41,13.99,122.41,QR Code,Interrupted,4.9
2604,220,108,2024-12-29 13:21:00,2024-12-29 13:50:00,29,4.61,54.35,QR Code,Interrupted,3.6
2605,389,108,2023-03-10 04:01:00,2023-03-10 06:43:00,162,16.31,192.29,UPI,Failed,3.6
2606,245,15,2024-02-21 21:04:00,2024-02-21 23:58:00,174,12.0,194.88,Credit Card,Completed,1.3
2607,59,101,2024-05-04 20:35:00,2024-05-04 22:43:00,128,7.37,97.87,QR Code,Interrupted,3.5
2608,105,86,2023-09-09 04:09:00,2023-09-09 05:14:00,65,17.33,161.86,UPI,Failed,2.4
2609,80,19,2023-05-22 12:52:00,2023-05-22 15:49:00,177,37.82,520.4,Debit Card,Failed,3.1
2610,213,57,2024-05-24 02:05:00,2024-05-24 03:33:00,88,27.97,464.86,RFID Tag,Interrupted,1.8
2611,21,8,2023-09-08 14:53:00,2023-09-08 16:34:00,101,29.77,240.24,Credit Card,Failed,4.0
2612,290,39,2023-09-07 22:44:00,2023-09-07 23:17:00,33,3.82,56.69,Debit Card,Interrupted,2.4
2613,338,129,2024-01-25 12:39:00,2024-01-25 13:47:00,68,6.13,30.28,Wallet,Failed,3.9
2614,53,126,2024-11-05 17:12:00,2024-11-05 19:34:00,142,25.66,105.98,RFID Tag,Completed,4.5
2615,175,54,2024-06-20 04:02:00,2024-06-20 04:41:00,39,3.16,22.94,Debit Card,Failed,4.5
2616,418,100,2023-12-28 05:44:00,2023-12-28 07:48:00,124,21.63,348.89,Credit Card,Interrupted,2.8
2617,407,57,2024-01-13 02:51:00,2024-01-13 03:42:00,51,10.43,173.35,Debit Card,Interrupted,4.8
2618,113,64,2024-05-15 11:43:00,2024-05-15 13:38:00,115,17.19,152.13,Wallet,Failed,2.9
2619,211,67,2024-06-25 14:32:00,2024-06-25 16:02:00,90,21.28,78.31,Credit Card,Completed,2.1
2620,411,74,2024-12-26 11:53:00,2024-12-26 12:38:00,45,2.56,25.8,Wallet,Failed,1.6
2621,3,106,2024-08-15 04:36:00,2024-08-15 06:38:00,122,18.73,309.61,RFID Tag,Interrupted,4.4
2622,74,14,2024-03-07 04:48:00,2024-03-07 06:57:00,129,42.23,520.7,QR Code,Interrupted,1.7
2623,484,60,2023-11-24 22:01:00,2023-11-25 00:53:00,172,32.61,542.96,Credit Card,Interrupted,3.7
2624,138,36,2023-03-16 04:36:00,2023-03-16 05:19:00,43,6.25,71.31,QR Code,Interrupted,4.6
2625,96,38,2023-07-20 09:57:00,2023-07-20 12:18:00,141,27.65,397.33,QR Code,Failed,3.7
2626,358,2,2023-10-21 11:31:00,2023-10-21 14:11:00,160,31.49,430.47,Credit Card,Interrupted,1.5
2627,267,75,2024-12-15 20:03:00,2024-12-15 22:15:00,132,7.61,50.53,Credit Card,Failed,3.4
2628,69,24,2023-10-27 14:35:00,2023-10-27 15:26:00,51,15.05,254.8,Credit Card,Interrupted,3.6
2629,451,40,2024-12-11 01:59:00,2024-12-11 04:39:00,160,43.4,448.32,Debit Card,Interrupted,1.3
2630,473,102,2024-05-14 12:49:00,2024-05-14 14:57:00,128,6.88,92.33,Credit Card,Interrupted,3.5
2631,344,36,2024-06-16 13:12:00,2024-06-16 13:28:00,16,1.37,15.63,Credit Card,Completed,1.1
2632,486,13,2024-11-23 16:18:00,2024-11-23 18:41:00,143,48.72,844.32,Credit Card,Interrupted,4.3
2633,396,53,2023-07-29 06:27:00,2023-07-29 08:37:00,130,34.32,611.58,Wallet,Completed,4.8
2634,261,43,2024-12-08 17:38:00,2024-12-08 19:36:00,118,24.54,365.65,QR Code,Failed,1.3
2635,106,98,2023-01-09 10:40:00,2023-01-09 11:59:00,79,19.12,282.02,Debit Card,Interrupted,4.5
2636,307,35,2023-01-25 17:23:00,2023-01-25 19:25:00,122,16.91,248.24,QR Code,Completed,1.5
2637,97,38,2023-09-25 19:23:00,2023-09-25 20:01:00,38,12.83,184.37,Credit Card,Interrupted,1.2
2638,335,1,2023-03-21 03:57:00,2023-03-21 05:36:00,99,14.1,67.12,UPI,Interrupted,2.4
2639,461,136,2024-12-08 22:41:00,2024-12-08 23:11:00,30,6.64,96.61,UPI,Completed,4.8
2640,376,131,2024-08-13 20:48:00,2024-08-13 21:12:00,24,3.37,45.36,QR Code,Completed,1.2
2641,32,70,2023-09-05 02:22:00,2023-09-05 04:20:00,118,20.28,182.52,RFID Tag,Interrupted,1.3
2642,110,85,2023-07-15 16:40:00,2023-07-15 17:21:00,41,5.61,84.09,QR Code,Completed,2.9
2643,235,82,2023-12-27 16:03:00,2023-12-27 17:08:00,65,4.12,28.76,QR Code,Completed,1.4
2644,207,133,2023-11-22 12:18:00,2023-11-22 14:27:00,129,10.94,105.35,Wallet,Failed,2.0
2645,47,10,2023-06-08 14:50:00,2023-06-08 15:31:00,41,7.31,131.29,RFID Tag,Failed,3.8
2646,331,53,2024-05-10 22:06:00,2024-05-11 00:12:00,126,10.03,178.73,Debit Card,Failed,4.7
2647,218,133,2024-03-08 03:05:00,2024-03-08 05:45:00,160,36.95,355.83,Wallet,Interrupted,2.4
2648,377,134,2023-07-26 21:12:00,2023-07-26 22:07:00,55,9.96,57.17,Wallet,Completed,3.9
2649,443,8,2023-12-07 17:13:00,2023-12-07 19:03:00,110,12.1,97.65,Debit Card,Failed,3.2
2650,302,90,2024-03-08 10:28:00,2024-03-08 11:21:00,53,11.8,119.06,Credit Card,Interrupted,4.8
2651,127,131,2023-06-17 09:10:00,2023-06-17 11:04:00,114,20.15,271.22,Credit Card,Completed,2.9
2652,398,124,2023-12-10 17:02:00,2023-12-10 17:34:00,32,8.5,31.62,RFID Tag,Interrupted,4.7
2653,220,125,2024-09-11 06:00:00,2024-09-11 07:06:00,66,3.44,33.02,RFID Tag,Interrupted,1.8
2654,462,119,2023-07-03 15:48:00,2023-07-03 17:41:00,113,21.04,223.02,RFID Tag,Failed,1.9
2655,163,18,2024-10-15 11:51:00,2024-10-15 12:21:00,30,3.06,50.61,Credit Card,Failed,2.5
2656,154,110,2023-04-20 07:00:00,2023-04-20 09:34:00,154,30.48,388.01,Credit Card,Completed,3.1
2657,289,121,2023-05-09 23:53:00,2023-05-10 00:10:00,17,4.29,74.05,Credit Card,Failed,4.5
2658,433,43,2024-05-10 15:30:00,2024-05-10 17:41:00,131,44.71,666.18,UPI,Completed,4.5
2659,257,75,2023-05-24 10:08:00,2023-05-24 12:26:00,138,35.41,235.12,Wallet,Completed,1.0
2660,309,16,2023-01-09 14:58:00,2023-01-09 15:34:00,36,3.47,15.62,UPI,Completed,3.9
2661,143,37,2023-07-18 09:43:00,2023-07-18 11:12:00,89,18.23,320.85,QR Code,Completed,2.4
2662,338,124,2024-12-09 21:28:00,2024-12-09 23:43:00,135,10.77,40.06,RFID Tag,Failed,4.6
2663,479,31,2024-11-25 18:37:00,2024-11-25 21:33:00,176,35.26,398.44,Wallet,Interrupted,3.8
2664,223,90,2024-02-13 12:49:00,2024-02-13 15:00:00,131,23.42,236.31,UPI,Failed,3.4
2665,349,97,2024-06-20 07:12:00,2024-06-20 08:40:00,88,26.11,217.24,UPI,Completed,3.5
2666,188,39,2023-06-15 09:08:00,2023-06-15 11:00:00,112,29.79,442.08,Debit Card,Completed,4.1
2667,320,52,2024-12-12 05:08:00,2024-12-12 05:45:00,37,8.64,150.25,Debit Card,Completed,4.9
2668,361,4,2024-04-14 00:23:00,2024-04-14 01:50:00,87,17.53,72.4,Credit Card,Interrupted,1.2
2669,59,86,2024-05-19 20:37:00,2024-05-19 21:21:00,44,3.35,31.29,Debit Card,Completed,4.0
2670,50,12,2023-03-12 12:45:00,2023-03-12 13:38:00,53,9.68,158.07,UPI,Failed,1.1
2671,206,90,2024-07-27 18:45:00,2024-07-27 19:53:00,68,17.81,179.7,Wallet,Interrupted,3.4
2672,443,53,2023-08-14 10:18:00,2023-08-14 12:42:00,144,30.02,534.96,Credit Card,Interrupted,3.0
2673,46,48,2023-04-21 09:36:00,2023-04-21 11:34:00,118,23.54,256.82,UPI,Interrupted,2.5
2674,497,130,2024-02-28 20:24:00,2024-02-28 21:51:00,87,23.05,357.28,Credit Card,Completed,1.1
2675,107,24,2024-05-21 22:08:00,2024-05-22 00:07:00,119,21.9,370.77,Credit Card,Failed,1.6
2676,202,86,2023-09-28 18:57:00,2023-09-28 19:54:00,57,20.69,193.24,Wallet,Failed,1.5
2677,2,11,2023-02-05 22:56:00,2023-02-05 23:47:00,51,2.89,35.11,Wallet,Failed,1.2
2678,156,97,2023-01-18 10:05:00,2023-01-18 12:50:00,165,9.51,79.12,Debit Card,Interrupted,1.8
2679,74,127,2023-04-28 12:41:00,2023-04-28 13:47:00,66,18.55,292.9,QR Code,Failed,3.9
2680,121,82,2024-03-06 20:58:00,2024-03-06 22:08:00,70,11.95,83.41,QR Code,Completed,4.2
2681,46,15,2023-02-28 23:02:00,2023-03-01 01:47:00,165,10.99,178.48,RFID Tag,Failed,1.9
2682,284,114,2024-06-17 03:46:00,2024-06-17 04:01:00,15,4.6,80.64,Debit Card,Failed,4.9
2683,89,135,2024-10-21 07:21:00,2024-10-21 08:47:00,86,6.06,58.9,RFID Tag,Failed,4.0
2684,320,13,2024-09-28 23:14:00,2024-09-28 23:41:00,27,9.25,160.3,QR Code,Completed,3.5
